POLICY_NUM,SURRENDER,POL_TYPE,FR_NUM,NO_NUM,FR_SERV_PERIOD,POLICY_AGE,INSURED_AGE,INSURED_STATE
00213225,N,Level Term 20,077044    ,008  ,224,117,564,GA
00213226,N,Level Term 20,070163    ,008  ,262,112,564,GA
00213227,N,Level Term 20,070163    ,008  ,262,110,564,GA
00213228,N,90 Life,070163    ,008  ,262,72,564,GA
00213229,Y,Estate CompLife,063583    ,008  ,269,13,516,GA
00213230,N,Level Term 20,061432    ,008  ,334,48,564,GA
00213231,N,Adjustable CompLife,061432    ,008  ,334,35,564,GA
00213232,N,Adjustable CompLife,061432    ,008  ,334,17,564,GA
00213233,N,Adjustable CompLife,061432    ,008  ,334,17,564,GA
00213234,N,90 Life,092498    ,008  ,182,119,564,GA
00213235,N,Term 80,092498    ,008  ,182,119,564,GA
00213236,N,Level Term 20,078503    ,008  ,217,104,564,GA
00213237,Y,Level Term 20,078503    ,008  ,198,69,545,GA
00213238,N,Level Term 10,000004    ,008  ,#VALUE!,46,531,PA
00213239,N,Level Term 20,000004    ,008  ,#VALUE!,45,530,PA
00213240,N,Level Term 20,005566    ,008  ,133,68,564,GA
00213241,N,Adjustable CompLife,092498    ,008  ,182,41,564,GA
00213242,N,Level Term 20,078503    ,008  ,217,18,564,GA
00213243,N,Adjustable CompLife,023871    ,008  ,87,8,564,GA
00213244,N,Term 80,023871    ,008  ,87,8,564,GA
00213245,N,Level Term 20,063583    ,008  ,317,112,564,FL
00213246,N,65 Life,015801    ,008  ,105,91,564,CA
00213247,N,Term 80,015801    ,008  ,105,91,564,CA
00213248,Y,65 Life,099992    ,008  ,#VALUE!,15,526,GA
00213249,N,Level Term 20,087006    ,008  ,172,6,530,CA
00213250,N,Term 80,098402    ,008  ,157,153,564,TN
00213251,N,Term 80,035624    ,008  ,572,46,564,NJ
00213252,N,Level Term 20,044964    ,008  ,470,152,564,GA
00213253,N,Level Term 20,073268    ,008  ,245,128,564,GA
00213254,N,Level Term 20,076740    ,008  ,226,126,564,GA
00213255,N,Level Term 20,073268    ,008  ,245,124,564,GA
00213256,N,Level Term 20,073268    ,008  ,245,124,564,GA
00213257,N,Adjustable CompLife,076740    ,008  ,226,72,564,GA
00213258,N,Level Term 20,092498    ,008  ,182,7,564,GA
00213259,N,65 Life,005566    ,008  ,133,106,564,GA
00213260,N,Term 80,063120    ,008  ,299,84,542,GA
00213261,N,65 Life,005566    ,008  ,133,90,564,GA
00213262,Y,Extended Term,091608    ,008  ,154,144,533,GA
00213263,N,Term 80,099992    ,008  ,#VALUE!,160,564,GA
00213264,N,Extended Term,091608    ,008  ,155,72,533,GA
00213265,N,Term 80,007207    ,008  ,127,65,564,WA
00213266,N,Level Term 20,019404    ,008  ,96,38,564,GA
00213267,N,Level Term 20,060906    ,008  ,338,11,564,GA
00213268,N,Level Term 20,060906    ,008  ,338,7,564,GA
00213269,N,Level Term 20,060906    ,008  ,338,7,564,GA
00213270,N,90 Life,0J6197    ,008  ,11,5,564,VA
00213271,N,Level Term 20,0J6197    ,008  ,11,5,564,VA
00213272,N,Level Term 20,019404    ,008  ,96,3,564,GA
00213273,N,Term 80,015073    ,008  ,107,166,564,SC
00213274,N,Level Term 20,090152    ,008  ,193,164,564,GA
00213275,N,Level Term 20,060652    ,008  ,340,162,564,GA
00213276,N,Term 80,091608    ,008  ,185,150,564,GA
00213277,N,Term 80,070752    ,008  ,259,113,564,GA
00213278,N,Level Term 10,0B4666    ,008  ,75,70,564,GA
00213279,N,Level Term 20,074007    ,008  ,241,108,564,GA
00213280,N,Adjustable CompLife,099992    ,008  ,#VALUE!,89,564,GA
00213281,N,Level Term 20,074007    ,008  ,241,66,564,GA
00213282,N,Term 80,078503    ,008  ,217,11,564,GA
00213283,N,Term 80,078503    ,008  ,217,11,564,GA
00213284,N,Level Term 20,098128    ,008  ,159,140,563,GA
00213285,N,Term 80,073268    ,008  ,245,132,563,GA
00213286,N,Adjustable CompLife,098128    ,008  ,159,20,563,GA
00213287,N,Term 80,061476    ,008  ,288,117,518,TN
00213288,N,Term 80,099992    ,008  ,#VALUE!,161,563,GA
00213289,N,Term 80,092498    ,008  ,182,134,563,GA
00213290,N,Extended Term,099992    ,008  ,#VALUE!,84,557,GA
00213291,N,Term 80,099992    ,008  ,#VALUE!,40,513,GA
00213292,N,Level Term 20,054622    ,008  ,389,89,563,GA
00213293,N,Level Term 20,054622    ,008  ,389,89,563,GA
00213294,N,Extended Term,099992    ,008  ,#VALUE!,36,531,GA
00213295,N,Level Term 20,002687    ,008  ,141,57,563,GA
00213296,N,Level Term 20,067102    ,008  ,285,54,563,GA
00213297,N,Level Term 20,063120    ,008  ,320,14,563,GA
00213298,N,Level Term 20,014969    ,008  ,108,9,563,TX
00213299,N,90 Life,0B8077    ,008  ,65,4,563,FL
00213300,N,Term 80,070289    ,008  ,261,126,563,GA
00213301,N,Estate CompLife,070289    ,008  ,208,#NUM!,510,GA
00213302,N,Term 80,090152    ,008  ,193,151,563,CO
00213303,N,Level Term 20,0C1239    ,008  ,59,32,563,GA
00213304,N,Level Term 20,092611    ,008  ,182,166,563,GA
00213305,N,Term 80,090152    ,008  ,193,164,563,NC
00213306,N,Term 80,099992    ,008  ,#VALUE!,163,563,TX
00213307,N,Level Term 20,099992    ,008  ,#VALUE!,156,563,GA
00213308,N,Term 80,060906    ,008  ,338,131,563,TN
00213309,N,Adjustable CompLife,060906    ,008  ,338,102,563,TN
00213310,N,Level Term 20,061541    ,008  ,333,92,563,GA
00213311,N,Level Term 20,060906    ,008  ,338,26,563,TN
00213312,N,Level Term 20,092498    ,008  ,182,4,563,GA
00213313,N,Term 80,002687    ,008  ,141,148,563,TN
00213314,Y,Adjustable CompLife,066227    ,008  ,292,77,562,FL
00213315,N,90 Life,0B5866    ,008  ,70,54,563,GA
00213316,N,Level Term 20,0B5866    ,008  ,70,54,563,GA
00213317,Y,Adjustable CompLife,066227    ,008  ,292,48,562,FL
00213318,Y,Adjustable CompLife,066227    ,008  ,292,16,562,FL
00213319,N,Term 80,066227    ,008  ,293,3,563,FL
00213320,Y,90 Life,061476    ,008  ,276,57,506,GA
00213321,Y,Level Term 20,092611    ,008  ,164,96,545,GA
00213322,N,Level Term 20,092611    ,008  ,182,18,563,GA
00213323,N,Term 80,035624    ,008  ,572,161,563,PA
00213324,N,90 Life,070163    ,008  ,262,120,563,GA
00213325,N,Term 80,070163    ,008  ,262,120,563,GA
00213326,N,Adjustable CompLife,015817    ,008  ,105,27,563,GA
00213327,N,Level Term 20,048135    ,008  ,414,43,534,SC
00213328,N,Level Term 20,092611    ,008  ,149,6,531,GA
00213329,N,Level Term 20,092611    ,008  ,182,33,563,GA
00213330,N,Level Term 20,048135    ,008  ,444,29,563,SC
00213331,N,Level Term 20,048135    ,008  ,444,28,563,SC
00213332,N,Level Term 20,063583    ,008  ,317,127,563,GA
00213333,N,Adjustable CompLife,060906    ,008  ,338,82,563,GA
00213334,N,Adjustable CompLife,074007    ,008  ,241,124,563,NC
00213335,N,Term 80,087811    ,008  ,177,87,539,GA
00213336,N,65 Life,098402    ,008  ,157,28,563,GA
00213337,N,Term 80,098402    ,008  ,157,28,563,GA
00213338,N,Level Term 20,0B5433    ,008  ,72,18,563,GA
00213339,N,Level Term 20,078410    ,008  ,218,112,563,GA
00213340,N,Level Term 20,023474    ,008  ,88,53,563,GA
00213341,N,Term 80,092498    ,008  ,182,107,563,TX
00213342,N,Adjustable CompLife,092498    ,008  ,182,87,563,TX
00213343,N,Level Term 20,024100    ,008  ,51,18,528,GA
00213344,N,Term 80,0B8077    ,008  ,65,48,563,GA
00213345,Y,Adjustable CompLife,024100    ,008  ,77,26,554,GA
00213346,N,Level Term 20,067102    ,008  ,285,16,563,GA
00213347,N,Level Term 20,067102    ,008  ,285,12,563,GA
00213348,N,Term 80,092611    ,008  ,182,160,563,TN
00213349,Y,Term 80,091959    ,008  ,156,122,534,GA
00213350,N,Level Term 20,019404    ,008  ,96,144,563,GA
00213351,N,Level Term 20,061432    ,008  ,334,90,563,GA
00213352,N,Level Term 20,019404    ,008  ,96,84,563,GA
00213353,N,Level Term 20,019404    ,008  ,96,7,563,GA
00213354,N,Level Term 10,048555    ,008  ,439,76,563,GA
00213355,N,Level Term 10,048555    ,008  ,439,76,563,GA
00213356,N,Level Term 20,099992    ,008  ,#VALUE!,24,523,GA
00213357,N,Term 80,0C1354    ,008  ,58,45,563,GA
00213358,N,Adjustable CompLife,0C1354    ,008  ,58,20,563,GA
00213359,N,Adjustable CompLife,048555    ,008  ,439,11,563,GA
00213360,N,Adjustable CompLife,0C1354    ,008  ,58,3,563,GA
00213361,N,Level Term 20,078503    ,008  ,217,162,563,KY
00213362,N,Term 80,098402    ,008  ,157,157,563,GA
00213363,N,Term 80,090152    ,008  ,193,134,563,VA
00213364,N,Level Term 20,077044    ,008  ,224,97,563,GA
00213365,Y,Estate CompLife,048135    ,008  ,422,59,542,NC
00213366,N,Level Term 20,048135    ,008  ,423,60,542,NC
00213367,N,Level Term 20,066227    ,008  ,293,74,563,GA
00213368,N,Level Term 20,005566    ,008  ,133,29,563,GA
00213369,N,Term 80,005566    ,008  ,133,125,563,GA
00213370,N,Term 80,000571    ,008  ,50,111,563,GA
00213371,N,Adjustable CompLife,000571    ,008  ,50,104,563,GA
00213372,N,Term 80,078503    ,008  ,217,138,563,GA
00213373,N,Adjustable CompLife,078503    ,008  ,217,124,563,GA
00213374,N,Term 80,090152    ,008  ,163,38,533,GA
00213375,N,65 Life,099992    ,008  ,#VALUE!,67,563,GA
00213376,N,Level Term 20,074007    ,008  ,241,45,563,VA
00213377,N,Term 80,090152    ,008  ,193,29,563,GA
00213378,N,Term 80,078503    ,008  ,217,22,563,GA
00213379,N,Adjustable CompLife,078503    ,008  ,217,18,563,GA
00213380,N,Level Term 20,078503    ,008  ,217,17,563,GA
00213381,N,Term 80,092498    ,008  ,182,129,563,GA
00213382,N,Term 80,044817    ,008  ,471,124,563,GA
00213383,N,Extended Term,092498    ,008  ,170,43,550,GA
00213384,N,Level Term 20,073268    ,008  ,194,64,512,GA
00213385,N,Level Term 20,078503    ,008  ,217,154,563,VA
00213386,N,Level Term 10,048555    ,008  ,439,128,563,GA
00213387,N,Level Term 10,048555    ,008  ,432,120,555,GA
00213388,N,Level Term 10,048555    ,008  ,432,120,555,GA
00213389,N,Level Term 10,048555    ,008  ,439,90,563,GA
00213390,N,Term 80,007207    ,008  ,106,64,542,GA
00213391,N,Term 80,060652    ,008  ,340,139,563,VA
00213392,N,Level Term 20,078503    ,008  ,217,50,563,GA
00213393,N,Level Term 10,052627    ,008  ,405,162,563,GA
00213394,N,Level Term 20,054622    ,008  ,388,8,562,GA
00213395,N,Level Term 20,054622    ,008  ,389,0,563,GA
00213396,N,Level Term 20,063583    ,008  ,317,56,563,GA
00213397,N,65 Life,063583    ,008  ,317,13,563,GA
00213398,N,Term 80,070163    ,008  ,262,111,562,GA
00213399,N,Extended Term,098402    ,008  ,123,78,529,GA
00213400,N,Term 80,066227    ,008  ,293,101,562,GA
00213401,N,Adjustable CompLife,061476    ,008  ,334,77,562,GA
00213402,N,Adjustable CompLife,061476    ,008  ,334,43,562,GA
00213403,N,Adjustable CompLife,061476    ,008  ,334,17,562,GA
00213404,N,Term 80,067102    ,008  ,285,163,562,GA
00213405,N,Term 80,061476    ,008  ,334,123,562,GA
00213406,Y,Estate CompLife,067102    ,008  ,261,67,538,GA
00213407,N,Level Term 20,078784    ,008  ,215,59,562,GA
00213408,N,Level Term 20,015073    ,008  ,107,95,562,TX
00213409,N,Level Term 20,099992    ,008  ,#VALUE!,84,562,GA
00213410,N,Level Term 20,067815    ,008  ,279,93,562,GA
00213411,N,Level Term 10,087643    ,008  ,155,1,516,GA
00213412,N,Term 80,092611    ,008  ,182,161,562,GA
00213413,N,Term 80,048135    ,008  ,444,129,562,GA
00213414,N,Level Term 20,099992    ,008  ,#VALUE!,124,562,GA
00213415,N,Term 80,051803    ,008  ,412,118,562,GA
00213416,N,Level Term 10,087643    ,008  ,155,1,516,GA
00213417,N,Term 80,068729    ,008  ,271,7,562,GA
00213418,N,Adjustable CompLife,068729    ,008  ,271,7,562,GA
00213419,N,Term 80,099992    ,008  ,#VALUE!,161,562,GA
00213420,N,Term 80,099992    ,008  ,#VALUE!,136,549,GA
00213421,N,Adjustable CompLife,099992    ,008  ,#VALUE!,123,562,GA
00213422,N,Term 80,015177    ,008  ,107,63,562,GA
00213423,N,Term 80,015177    ,008  ,107,56,562,GA
00213424,N,Level Term 20,0B8502    ,008  ,37,13,534,GA
00213425,N,Level Term 20,048555    ,008  ,439,21,562,CA
00213426,N,65 Life,0C8140    ,008  ,42,6,562,GA
00213427,N,Level Term 20,0C8140    ,008  ,42,6,562,GA
00213428,N,Term 80,067102    ,008  ,285,163,562,GA
00213429,N,Level Term 20,068729    ,008  ,271,151,562,GA
00213430,Y,Adjustable CompLife,068729    ,008  ,215,64,506,GA
00213431,N,65 Life,067102    ,008  ,285,107,562,GA
00213432,N,Level Term 10,078503    ,008  ,217,101,562,GA
00213433,N,Level Term 20,099992    ,008  ,#VALUE!,94,562,GA
00213434,N,Estate CompLife,067102    ,008  ,285,91,562,GA
00213435,N,Adjustable CompLife,078503    ,008  ,217,75,562,GA
00213436,N,Term 80,023474    ,008  ,32,8,507,GA
00213437,N,Level Term 10,078503    ,008  ,217,22,562,GA
00213438,N,Level Term 20,078503    ,008  ,217,22,562,GA
00213439,N,Level Term 20,067102    ,008  ,285,2,562,GA
00213440,N,Term 80,013763    ,008  ,112,106,562,GA
00213441,N,Level Term 20,015817    ,008  ,105,95,562,GA
00213442,N,65 Life,013763    ,008  ,112,76,562,GA
00213443,N,Level Term 20,067102    ,008  ,285,162,562,GA
00213444,N,Term 80,0C1354    ,008  ,58,31,562,GA
00213445,N,Level Term 20,015073    ,008  ,107,27,562,GA
00213446,N,Level Term 20,015073    ,008  ,107,25,562,GA
00213447,N,Adjustable CompLife,074007    ,008  ,241,20,562,GA
00213448,N,Level Term 20,074007    ,008  ,241,20,562,GA
00213449,N,Term 80,074007    ,008  ,241,142,562,GA
00213450,N,Term 80,066345    ,008  ,292,124,562,GA
00213451,N,Level Term 20,073268    ,008  ,245,124,562,CT
00213452,N,Term 80,0B5866    ,008  ,70,25,562,GA
00213453,N,Term 80,060906    ,008  ,338,19,562,GA
00213454,N,Level Term 20,073268    ,008  ,245,0,562,CT
00213455,N,Extended Term,013763    ,008  ,92,62,542,GA
00213456,N,Term 80,099992    ,008  ,#VALUE!,64,552,GA
00213457,N,Term 80,035624    ,008  ,572,163,562,GA
00213458,N,Term 80,099992    ,008  ,#VALUE!,161,562,GA
00213459,N,Adjustable CompLife,007207    ,008  ,127,120,562,GA
00213460,N,Level Term 10,007207    ,008  ,127,120,562,GA
00213461,N,Term 80,078503    ,008  ,217,98,562,GA
00213462,N,65 Life,078503    ,008  ,217,94,562,GA
00213463,N,Level Term 20,099992    ,008  ,#VALUE!,69,562,GA
00213464,N,Term 80,074007    ,008  ,241,153,562,GA
00213465,N,Term 80,092611    ,008  ,182,150,562,GA
00213466,N,Level Term 20,061432    ,008  ,334,67,562,GA
00213467,N,Adjustable CompLife,061432    ,008  ,334,36,562,GA
00213468,N,90 Life,070163    ,008  ,262,11,562,[NULL]
00213469,N,Level Term 20,070163    ,008  ,262,9,562,[NULL]
00213470,N,Level Term 20,048135    ,008  ,444,6,562,GA
00213471,N,Term 80,092498    ,008  ,182,149,562,GA
00213472,N,Adjustable CompLife,099992    ,008  ,#VALUE!,97,562,[NULL]
00213473,N,Adjustable CompLife,099992    ,008  ,#VALUE!,56,562,[NULL]
00213474,N,Adjustable CompLife,0B8502    ,008  ,65,19,562,GA
00213475,N,Level Term 20,000004    ,008  ,#VALUE!,119,532,GA
00213476,N,Level Term 20,048135    ,008  ,403,104,522,GA
00213477,N,Term 80,090152    ,008  ,193,139,562,GA
00213478,N,Level Term 10,099992    ,008  ,#VALUE!,134,562,GA
00213479,N,Term 80,005566    ,008  ,133,132,562,GA
00213480,N,90 Life,052627    ,008  ,405,98,562,GA
00213481,N,Level Term 20,078503    ,008  ,217,95,562,KY
00213482,N,Adjustable CompLife,067815    ,008  ,279,88,562,GA
00213483,N,Adjustable CompLife,067815    ,008  ,279,87,562,GA
00213484,N,Level Term 20,078503    ,008  ,217,69,562,KY
00213485,N,Adjustable CompLife,019404    ,008  ,96,68,562,GA
00213486,N,Adjustable CompLife,048135    ,008  ,444,38,562,GA
00213487,N,65 Life,019404    ,008  ,96,30,562,GA
00213488,N,65 Life,019404    ,008  ,96,26,562,GA
00213489,N,Level Term 20,0B9838    ,008  ,63,15,562,FL
00213490,N,Adjustable CompLife,087643    ,008  ,202,66,562,KS
00213491,N,Term 80,092611    ,008  ,182,135,562,SC
00213492,N,65 Life,015801    ,008  ,105,95,562,GA
00213493,N,65 Life,015801    ,008  ,105,90,562,GA
00213494,N,Adjustable CompLife,085196    ,008  ,317,81,562,NY
00213495,N,65 Life,015801    ,008  ,105,69,562,GA
00213496,N,Term 80,098402    ,008  ,152,152,557,GA
00213497,N,Adjustable CompLife,076702    ,008  ,226,93,562,GA
00213498,N,Level Term 20,087643    ,008  ,192,81,552,NJ
00213499,N,Term 80,048135    ,008  ,444,108,562,GA
00213500,N,Adjustable CompLife,078503    ,008  ,217,85,562,GA
00213501,N,Level Term 20,078503    ,008  ,217,85,562,GA
00213502,N,Level Term 20,078503    ,008  ,217,85,562,GA
00213503,N,Term 80,035624    ,008  ,572,82,562,FL
00213504,N,Adjustable CompLife,078503    ,008  ,217,10,562,GA
00213505,N,Term 80,091246    ,008  ,187,145,562,GA
00213506,N,Level Term 10,048555    ,008  ,435,119,557,GA
00213507,N,Level Term 20,054622    ,008  ,389,89,562,NY
00213508,N,Level Term 20,054622    ,008  ,389,89,562,NY
00213509,N,Term 80,060906    ,008  ,338,140,562,GA
00213510,N,Term 80,060906    ,008  ,338,119,562,GA
00213511,N,Term 80,060906    ,008  ,338,59,562,GA
00213512,N,Level Term 20,0C6126    ,008  ,49,30,562,GA
00213513,N,Level Term 20,013763    ,008  ,112,10,562,SC
00213514,N,Term 80,076702    ,008  ,226,133,562,GA
00213515,N,Term 80,077044    ,008  ,224,109,562,GA
00213516,N,Adjustable CompLife,077044    ,008  ,224,109,562,GA
00213517,N,Adjustable CompLife,077044    ,008  ,224,56,562,GA
00213518,N,Level Term 20,099992    ,008  ,#VALUE!,113,562,GA
00213519,N,Level Term 20,090933    ,008  ,188,80,562,GA
00213520,N,Term 80,091246    ,008  ,187,149,562,GA
00213521,N,Term 80,099992    ,008  ,#VALUE!,83,562,GA
00213522,N,Term 80,099992    ,008  ,#VALUE!,144,562,GA
00213523,N,Level Term 20,066227    ,008  ,293,138,562,GA
00213524,N,Term 80,067102    ,008  ,285,121,562,GA
00213525,N,Term 80,078503    ,008  ,217,81,562,FL
00213526,N,65 Life,0C6126    ,008  ,16,0,529,GA
00213527,N,Term 80,0C6126    ,008  ,16,0,529,GA
00213528,N,65 Life,067102    ,008  ,285,30,562,GA
00213529,N,Level Term 20,067102    ,008  ,285,30,562,GA
00213530,N,Level Term 20,0C6126    ,008  ,49,26,562,GA
00213531,N,Term 80,099992    ,008  ,#VALUE!,161,561,GA
00213532,N,Level Term 20,044964    ,008  ,470,155,561,GA
00213533,N,Adjustable CompLife,068729    ,008  ,271,116,561,GA
00213534,N,Term 80,068729    ,008  ,271,116,561,GA
00213535,N,Adjustable CompLife,068729    ,008  ,271,114,561,GA
00213536,N,Adjustable CompLife,068729    ,008  ,271,114,561,GA
00213537,Y,Adjustable CompLife,062384    ,008  ,324,81,558,GA
00213538,Y,Level Term 20,062384    ,008  ,327,85,561,GA
00213539,N,Adjustable CompLife,068729    ,008  ,271,75,561,GA
00213540,N,Adjustable CompLife,068729    ,008  ,271,37,561,GA
00213541,N,Level Term 20,044964    ,008  ,470,10,561,GA
00213542,N,Term 80,098402    ,008  ,139,99,544,GA
00213543,N,Term 80,002341    ,008  ,142,114,561,GA
00213544,N,Term 80,061432    ,008  ,334,111,561,GA
00213545,N,Adjustable CompLife,061432    ,008  ,334,51,561,GA
00213546,N,Adjustable CompLife,061432    ,008  ,334,6,561,GA
00213547,N,Term 80,087643    ,008  ,202,141,561,GA
00213548,N,Level Term 20,061432    ,008  ,334,116,561,GA
00213549,N,Adjustable CompLife,061432    ,008  ,334,114,561,GA
00213550,N,Level Term 20,078503    ,008  ,217,67,561,GA
00213551,N,Term 80,090152    ,008  ,193,157,561,GA
00213552,N,Term 80,068729    ,008  ,271,74,561,MD
00213553,N,Adjustable CompLife,068729    ,008  ,271,41,561,MD
00213554,N,Adjustable CompLife,068729    ,008  ,271,6,561,MD
00213555,N,Adjustable CompLife,087643    ,008  ,202,116,561,GA
00213556,N,Level Term 20,078503    ,008  ,217,78,561,TN
00213557,N,Level Term 20,078503    ,008  ,217,55,561,GA
00213558,N,Term 80,0J2088    ,008  ,13,5,557,GA
00213559,N,Adjustable CompLife,059580    ,008  ,349,6,561,FL
00213560,N,Adjustable CompLife,0J2088    ,008  ,17,3,561,GA
00213561,N,Level Term 20,087811    ,008  ,201,128,561,NY
00213562,N,Adjustable CompLife,068729    ,008  ,271,8,561,GA
00213563,N,Level Term 20,0B8077    ,008  ,65,6,561,GA
00213564,N,Level Term 20,090152    ,008  ,193,78,561,GA
00213565,Y,Adjustable CompLife,015817    ,008  ,102,32,558,GA
00213566,N,Level Term 20,0B8077    ,008  ,45,3,541,GA
00213567,N,Adjustable CompLife,0B8077    ,008  ,65,20,561,GA
00213568,N,65 Life,092498    ,008  ,182,99,561,GA
00213569,N,Term 80,092498    ,008  ,127,43,506,GA
00213570,N,Adjustable CompLife,092498    ,008  ,182,55,561,GA
00213571,N,Level Term 20,085196    ,008  ,317,10,561,[NULL]
00213572,N,Term 80,066345    ,008  ,292,159,561,GA
00213573,N,Term 80,078503    ,008  ,217,127,561,GA
00213574,N,Level Term 20,092498    ,008  ,182,112,561,GA
00213575,N,Level Term 20,092498    ,008  ,182,112,561,GA
00213576,N,Level Term 20,099992    ,008  ,#VALUE!,105,561,GA
00213577,N,Level Term 20,078784    ,008  ,215,96,561,CO
00213578,N,Level Term 20,099992    ,008  ,#VALUE!,81,561,GA
00213579,N,Term 80,015177    ,008  ,79,22,533,GA
00213580,N,Level Term 20,070289    ,008  ,261,29,561,GA
00213581,N,Level Term 20,070289    ,008  ,261,29,561,GA
00213582,N,Adjustable CompLife,078784    ,008  ,215,28,561,CO
00213583,N,Level Term 20,0E1345    ,008  ,22,9,547,GA
00213584,N,Term 80,015177    ,008  ,107,17,561,GA
00213585,N,Level Term 20,070289    ,008  ,261,15,561,GA
00213586,N,Level Term 20,061541    ,008  ,333,165,561,GA
00213587,N,Term 80,073268    ,008  ,245,162,561,MD
00213588,N,Term 80,060652    ,008  ,340,112,561,GA
00213589,N,Term 80,023871    ,008  ,87,25,561,GA
00213590,N,Term 80,085196    ,008  ,317,164,561,NY
00213591,N,Term 80,092498    ,008  ,182,136,561,GA
00213592,N,Adjustable CompLife,007207    ,008  ,127,85,561,GA
00213593,N,Term 80,007207    ,008  ,127,85,561,GA
00213594,N,Level Term 20,099992    ,008  ,#VALUE!,82,561,GA
00213595,N,Level Term 20,099992    ,008  ,#VALUE!,156,561,GA
00213596,N,Level Term 10,0B8502    ,008  ,65,33,561,GA
00213597,N,Level Term 20,0E1384    ,008  ,36,3,561,GA
00213598,N,Level Term 20,051803    ,008  ,412,109,561,GA
00213599,N,Level Term 20,061476    ,008  ,334,156,561,GA
00213600,N,Level Term 20,066227    ,008  ,154,7,422,GA
00213601,N,Term 80,078503    ,008  ,217,127,561,GA
00213602,N,Term 80,016303    ,008  ,69,1,527,IL
00213603,N,Term 80,016303    ,008  ,103,31,561,IL
00213604,N,Level Term 20,024253    ,008  ,85,16,561,GA
00213605,N,Level Term 20,0C1239    ,008  ,59,24,561,GA
00213606,Y,Level Term 20,015177    ,008  ,92,121,546,GA
00213607,N,Term 80,092498    ,008  ,182,55,561,LA
00213608,N,Term 80,092498    ,008  ,182,55,561,LA
00213609,N,Level Term 10,048135    ,008  ,432,32,549,GA
00213610,N,Term 80,0C1239    ,008  ,59,26,561,GA
00213611,N,Level Term 20,015177    ,008  ,107,15,561,GA
00213612,N,Level Term 20,048135    ,008  ,444,11,561,GA
00213613,N,Term 80,070752    ,008  ,211,54,513,GA
00213614,N,Term 80,0B8077    ,008  ,65,47,561,GA
00213615,N,Level Term 20,078784    ,008  ,215,42,561,FL
00213616,N,Level Term 20,078784    ,008  ,215,11,561,FL
00213617,N,Term 80,076702    ,008  ,226,149,561,GA
00213618,N,Term 80,085196    ,008  ,317,147,561,CT
00213619,N,Term 80,060906    ,008  ,338,130,561,GA
00213620,N,Level Term 20,061432    ,008  ,334,132,561,GA
00213621,N,Adjustable CompLife,061432    ,008  ,334,12,561,GA
00213622,N,Level Term 20,063583    ,008  ,317,163,561,GA
00213623,N,Adjustable CompLife,063583    ,008  ,317,119,561,GA
00213624,N,Level Term 20,063583    ,008  ,315,117,559,GA
00213625,N,Term 80,078503    ,008  ,217,92,561,GA
00213626,N,Adjustable CompLife,023871    ,008  ,69,0,543,GA
00213627,N,Term 80,0I8409    ,008  ,21,8,561,GA
00213628,N,Term 80,078503    ,008  ,217,103,561,AL
00213629,N,Term 80,078503    ,008  ,217,116,561,SC
00213630,N,Adjustable CompLife,024253    ,008  ,85,26,561,GA
00213631,N,Level Term 20,091246    ,008  ,187,166,561,GA
00213632,N,Level Term 20,090152    ,008  ,193,139,561,GA
00213633,N,Level Term 20,067815    ,008  ,279,122,561,GA
00213634,N,90 Life,091608    ,008  ,185,76,561,GA
00213635,N,Term 80,024100    ,008  ,86,54,561,GA
00213636,N,Level Term 20,067815    ,008  ,279,164,561,GA
00213637,Y,Level Term 20,019404    ,008  ,73,30,537,GA
00213638,N,Level Term 20,078784    ,008  ,215,140,561,GA
00213639,N,Term 80,078784    ,008  ,215,140,561,GA
00213640,N,Level Term 20,078503    ,008  ,217,118,561,GA
00213641,Y,Level Term 10,078503    ,008  ,214,112,558,GA
00213642,N,Term 80,0B8502    ,008  ,65,45,561,GA
00213643,N,Level Term 20,078503    ,008  ,217,2,561,GA
00213644,N,Level Term 20,015073    ,008  ,107,162,561,GA
00213645,N,Term 80,099992    ,008  ,#VALUE!,160,561,GA
00213646,Y,Adjustable CompLife,007207    ,008  ,91,80,525,GA
00213647,N,Level Term 10,087643    ,008  ,151,20,510,GA
00213648,N,15 Pay Life,087643    ,008  ,202,49,561,GA
00213649,N,Level Term 20,091959    ,008  ,150,32,526,GA
00213650,N,Level Term 20,091959    ,008  ,185,34,561,GA
00213651,N,Term 80,005566    ,008  ,106,96,533,GA
00213652,N,Level Term 10,087643    ,008  ,202,50,561,GA
00213653,N,Extended Term,090933    ,008  ,167,22,539,GA
00213654,N,Level Term 20,078503    ,008  ,217,11,561,AL
00213655,N,Level Term 20,078503    ,008  ,217,4,561,AL
00213656,N,Level Term 20,078503    ,008  ,217,4,561,AL
00213657,N,Adjustable CompLife,070163    ,008  ,262,117,560,GA
00213658,N,Level Term 20,099992    ,008  ,#VALUE!,59,511,AL
00213659,N,90 Life,070163    ,008  ,262,80,560,GA
00213660,N,Level Term 20,059580    ,008  ,349,63,560,FL
00213661,N,Level Term 10,024253    ,008  ,53,16,528,GA
00213662,N,65 Life,015073    ,008  ,107,45,560,GA
00213663,N,Term 80,066345    ,008  ,292,158,560,GA
00213664,Y,Term 80,005566    ,008  ,113,98,541,GA
00213665,N,90 Life,066227    ,008  ,293,117,560,GA
00213666,N,90 Life,078410    ,008  ,218,116,560,GA
00213667,N,90 Life,066227    ,008  ,293,112,560,GA
