POLICY_NUM,FREE_LOOKS,POL_TYPE,FR_NUM,NO_NUM,FR_SERV_PERIOD,POLICY_AGE,INSURED_AGE,INSURED_STATE
00268409,N,Single Premium Life,099992    ,102  ,#VALUE!,99,912,CA
00268410,N,Adjustable CompLife,005431    ,102  ,134,15,912,CA
00268411,N,Joint/Survivorship CompLife,099992    ,102  ,#VALUE!,106,911,CA
00268412,N,Level Term 10,099992    ,102  ,#VALUE!,136,910,NV
00268413,N,Adjustable CompLife,0B6537    ,102  ,69,35,909,CA
00268414,N,Adjustable CompLife,020487    ,102  ,93,70,908,CA
00268415,N,Adjustable CompLife,048618    ,102  ,439,73,907,CA
00268416,Y,Adjustable CompLife,0C1417    ,102  ,5,0,853,CA
00268417,N,Single Premium Life,099992    ,102  ,#VALUE!,108,905,CA
00268418,N,Adjustable CompLife,009276    ,102  ,123,103,905,CA
00268419,N,Adjustable CompLife,068532    ,102  ,268,100,896,CA
00268420,N,Joint/Survivorship CompLife,078538    ,102  ,217,89,904,CA
00268421,N,Term 80,099992    ,102  ,#VALUE!,142,904,CA
00268422,N,Adjustable CompLife,099992    ,102  ,#VALUE!,94,904,CA
00268423,N,Adjustable CompLife,062310    ,102  ,328,106,903,CA
00268424,N,Estate CompLife,062310    ,102  ,328,68,903,CA
00268425,N,Estate CompLife,062310    ,102  ,328,58,903,CA
00268426,N,Level Term 10,099992    ,102  ,#VALUE!,160,903,CA
00268427,N,Adjustable CompLife,001838    ,102  ,144,96,902,NV
00268428,N,Adjustable CompLife,065160    ,102  ,303,121,902,IL
00268429,N,Joint/Survivorship CompLife,035158    ,102  ,553,5,878,CA
00268430,N,Level Term 10,039334    ,102  ,353,116,857,CA
00268431,N,90 Life,099992    ,102  ,#VALUE!,44,900,NV
00268432,N,90 Life,099992    ,102  ,#VALUE!,107,899,VA
00268433,N,Adjustable CompLife,0B1749    ,102  ,79,3,899,CA
00268434,N,Adjustable CompLife,0B1749    ,102  ,79,3,899,[NULL]
00268435,N,Level Term 10,099992    ,102  ,#VALUE!,112,896,NV
00268436,N,Adjustable CompLife,099992    ,102  ,#VALUE!,52,896,NV
00268437,N,Estate CompLife,035158    ,102  ,574,13,893,CA
00268438,N,Adjustable CompLife,063216    ,102  ,320,28,896,CA
00268439,N,Adjustable CompLife,009276    ,102  ,123,102,896,MO
00268440,N,Adjustable CompLife,048618    ,102  ,439,112,895,CA
00268441,N,Adjustable CompLife,048618    ,102  ,439,31,895,CA
00268442,N,Level Term 10,000044    ,102  ,#VALUE!,111,893,CA
00268443,N,Estate CompLife,026552    ,102  ,718,117,893,CA
00268444,N,Adjustable CompLife,099992    ,102  ,#VALUE!,118,893,CA
00268445,N,Adjustable CompLife,099992    ,102  ,#VALUE!,96,892,CA
00268446,N,Level Term 10,099992    ,102  ,#VALUE!,119,860,NV
00268447,N,Adjustable CompLife,099992    ,102  ,#VALUE!,23,860,NV
00268448,N,Whole Life,099992    ,102  ,#VALUE!,119,891,CA
00268449,N,Estate CompLife,046472    ,102  ,457,34,891,CA
00268450,N,Adjustable CompLife,0B1568    ,102  ,80,16,891,CA
00268451,N,Adjustable CompLife,072656    ,102  ,248,85,890,NV
00268452,N,Adjustable CompLife,0B1749    ,102  ,79,60,889,CA
00268453,N,Adjustable CompLife,0B1749    ,102  ,79,17,889,CA
00268454,N,Adjustable CompLife,005431    ,102  ,134,87,888,CA
00268455,N,Term 80,035158    ,102  ,532,107,842,CA
00268456,N,Adjustable CompLife,035158    ,102  ,577,45,888,CA
00268457,N,Estate CompLife,033700    ,102  ,597,72,888,CA
00268458,N,Adjustable CompLife,0B1568    ,102  ,80,35,887,CA
00268459,N,Adjustable CompLife,063835    ,102  ,315,22,886,CA
00268460,N,Term 10,000018    ,102  ,#VALUE!,84,886,CA
00268461,N,Level Term 20,099992    ,102  ,#VALUE!,165,886,WA
00268462,N,Joint/Survivorship CompLife,070519    ,102  ,225,97,886,CA
00268463,N,Joint/Survivorship CompLife,047102    ,102  ,453,97,886,CA
00268464,N,Estate CompLife,005431    ,102  ,134,92,886,CA
00268465,N,Estate CompLife,005431    ,102  ,134,86,886,CA
00268466,N,Adjustable CompLife,099992    ,102  ,#VALUE!,109,885,CA
00268467,N,Adjustable CompLife,070519    ,102  ,172,55,832,CA
00268468,N,Adjustable CompLife,063304    ,102  ,319,64,884,CA
00268469,N,Term 10,099992    ,102  ,#VALUE!,40,838,CA
00268470,Y,Joint/Survivorship CompLife,046472    ,102  ,420,#NUM!,845,CA
00268471,N,Term 10,063304    ,102  ,273,37,837,CA
00268472,N,Adjustable CompLife,099992    ,102  ,#VALUE!,40,882,CA
00268473,N,Level Term 10,005431    ,102  ,134,108,882,CA
00268474,N,Adjustable CompLife,035158    ,102  ,577,96,882,CA
00268475,N,Level Term 10,035158    ,102  ,529,117,834,CA
00268476,N,Level Term 20,035158    ,102  ,577,164,881,CA
00268477,N,Level Term 10,060493    ,102  ,326,127,867,CA
00268478,N,Joint/Survivorship CompLife,060493    ,102  ,292,76,832,CA
00268479,N,Term 10,070062    ,102  ,247,61,865,CA
00268480,N,Adjustable CompLife,063216    ,102  ,320,105,880,CA
00268481,N,Adjustable CompLife,070062    ,102  ,263,78,880,CA
00268482,N,Adjustable CompLife,099992    ,102  ,#VALUE!,112,880,NV
00268483,N,Adjustable CompLife,009276    ,102  ,123,79,879,CA
00268484,N,Estate CompLife,033700    ,102  ,597,116,879,CA
00268485,N,Estate CompLife,033700    ,102  ,597,81,879,CA
00268486,N,Estate CompLife,033700    ,102  ,597,80,879,CA
00268487,N,Level Term 20,033700    ,102  ,597,159,879,CA
00268488,N,Adjustable CompLife,090132    ,102  ,193,104,878,NV
00268489,N,Adjustable CompLife,024436    ,102  ,85,63,877,CA
00268490,N,Adjustable CompLife,024436    ,102  ,80,12,873,CA
00268491,N,Adjustable CompLife,048618    ,102  ,439,93,877,CA
00268492,N,Level Term 10,099992    ,102  ,#VALUE!,112,877,NV
00268493,N,Estate CompLife,063304    ,102  ,319,81,876,CA
00268494,N,Adjustable CompLife,070519    ,102  ,225,41,876,CA
00268495,N,Single Premium Life,063216    ,102  ,320,77,875,CA
00268496,N,Level Term 20,044732    ,102  ,369,166,875,CA
00268497,N,Adjustable CompLife,076319    ,102  ,211,102,857,CA
00268498,N,Adjustable CompLife,046472    ,102  ,457,91,874,CA
00268499,N,Estate CompLife,059898    ,102  ,345,193,874,CA
00268500,N,Adjustable CompLife,071581    ,102  ,256,39,873,CA
00268501,N,Level Term 10,063216    ,102  ,308,116,862,CA
00268502,N,Adjustable CompLife,008276    ,102  ,125,114,872,CA
00268503,N,90 Life,009276    ,102  ,123,110,872,CA
00268504,N,Adjustable CompLife,009276    ,102  ,123,63,872,CA
00268505,N,Adjustable CompLife,063216    ,102  ,320,97,871,CA
00268506,N,Level Term 20,063304    ,102  ,290,125,842,GA
00268507,N,Level Term 20,063304    ,102  ,290,125,842,GA
00268508,N,Level Term 10,069832    ,102  ,236,112,842,GA
00268509,N,Adjustable CompLife,005431    ,102  ,96,66,833,CA
00268510,N,Adjustable CompLife,099992    ,102  ,#VALUE!,116,871,NV
00268511,N,Adjustable CompLife,099992    ,102  ,#VALUE!,128,871,FL
00268512,N,Adjustable CompLife,039334    ,102  ,397,116,871,CA
00268513,N,Term 10,099992    ,102  ,#VALUE!,57,870,NV
00268514,N,Level Term 20,099992    ,102  ,#VALUE!,158,870,CA
00268515,N,Term 10,008276    ,102  ,103,63,848,AZ
00268516,N,Adjustable CompLife,035158    ,102  ,577,89,869,CA
00268517,N,Term 80,099992    ,102  ,#VALUE!,118,869,CA
00268518,N,Adjustable CompLife,033700    ,102  ,597,83,869,CA
00268519,N,Adjustable CompLife,033700    ,102  ,597,110,869,CA
00268520,N,Adjustable CompLife,033700    ,102  ,597,109,869,CA
00268521,N,90 Life,033700    ,102  ,597,102,869,CA
00268522,N,Estate CompLife,040803    ,102  ,513,95,869,CA
00268523,N,Estate CompLife,062310    ,102  ,328,100,869,CA
00268524,N,Estate CompLife,062310    ,102  ,328,96,869,CA
00268525,N,Level Term 20,099992    ,102  ,#VALUE!,161,869,CA
00268526,N,Level Term 10,071581    ,102  ,222,88,834,CA
00268527,N,Adjustable CompLife,099992    ,102  ,#VALUE!,113,862,CA
00268528,N,Joint/Survivorship CompLife,009276    ,102  ,123,25,868,CA
00268529,N,Level Term 10,070519    ,102  ,225,87,867,CA
00268530,N,Adjustable CompLife,009276    ,102  ,123,90,867,CA
00268531,N,Adjustable CompLife,099992    ,102  ,#VALUE!,72,867,TX
00268532,N,Level Term 10,033700    ,102  ,575,115,846,CA
00268533,N,Estate CompLife,033700    ,102  ,586,80,856,CA
00268534,N,Level Term 10,033700    ,102  ,575,115,846,CA
00268535,N,Estate CompLife,033700    ,102  ,597,66,867,CA
00268536,N,Adjustable CompLife,033700    ,102  ,597,55,867,CA
00268537,N,Adjustable CompLife,033700    ,102  ,597,21,867,CA
00268538,N,Estate CompLife,010876    ,102  ,63,27,812,CA
00268539,N,Adjustable CompLife,048618    ,102  ,386,40,813,CA
00268540,N,Adjustable CompLife,035158    ,102  ,577,123,866,CA
00268541,N,Joint/Survivorship CompLife,035158    ,102  ,577,26,866,CA
00268542,N,Adjustable CompLife,048618    ,102  ,439,56,865,CA
00268543,N,Level Term 20,033700    ,102  ,597,160,865,CA
00268544,N,Adjustable CompLife,099992    ,102  ,#VALUE!,82,864,CA
00268545,N,Adjustable CompLife,048618    ,102  ,439,68,864,CA
00268546,N,90 Life,0B4842    ,102  ,74,36,864,CA
00268547,N,Adjustable CompLife,095962    ,102  ,163,30,864,CA
00268548,N,Level Term 10,059898    ,102  ,310,120,829,CA
00268549,N,Level Term 10,033700    ,102  ,597,115,863,CA
00268550,N,Estate CompLife,060493    ,102  ,306,39,829,CA
00268551,N,Estate CompLife,060493    ,102  ,306,39,829,CA
00268552,N,Adjustable CompLife,000018    ,102  ,#VALUE!,79,855,CA
00268553,N,Adjustable CompLife,099992    ,102  ,#VALUE!,66,833,CA
00268554,N,Adjustable CompLife,005431    ,102  ,134,124,862,CA
00268555,N,Adjustable CompLife,063216    ,102  ,267,72,809,CA
00268556,N,Level Term 10,099992    ,102  ,#VALUE!,93,841,NV
00268557,N,Adjustable CompLife,099992    ,102  ,#VALUE!,6,846,NV
00268558,N,Adjustable CompLife,0B1749    ,102  ,79,68,861,CA
00268559,N,Term 10,0B1952    ,102  ,66,23,848,CA
00268560,N,Adjustable CompLife,0B1952    ,102  ,79,10,860,CA
00268561,N,Level Term 20,099992    ,102  ,#VALUE!,157,860,NV
00268562,N,Adjustable CompLife,070062    ,102  ,222,45,819,CA
00268563,N,Estate CompLife,010876    ,102  ,63,27,805,CA
00268564,N,Estate CompLife,092633    ,102  ,182,98,859,CA
00268565,N,Adjustable CompLife,033700    ,102  ,588,55,850,CA
00268566,N,Adjustable CompLife,099992    ,102  ,#VALUE!,65,859,NV
00268567,N,Term 80,063304    ,102  ,319,101,859,NV
00268568,N,Joint/Survivorship CompLife,099992    ,102  ,#VALUE!,33,858,CA
00268569,N,Adjustable CompLife,070242    ,102  ,253,114,849,NV
00268570,N,Estate CompLife,063216    ,102  ,320,71,858,CA
00268571,N,Estate CompLife,069832    ,102  ,265,72,858,CA
00268572,N,Level Term 10,024118    ,102  ,41,112,813,CA
00268573,N,Term 80,009276    ,102  ,123,97,857,CO
00268574,N,Adjustable CompLife,009276    ,102  ,123,97,857,CO
00268575,N,Adjustable CompLife,009276    ,102  ,123,13,857,CO
00268576,N,Term 10,063304    ,102  ,319,14,857,CA
00268577,N,Level Term 20,072656    ,102  ,248,139,857,ID
00268578,N,Level Term 20,099992    ,102  ,#VALUE!,137,857,NV
00268579,N,Estate CompLife,056997    ,102  ,370,90,856,CO
00268580,N,Estate CompLife,056997    ,102  ,370,90,856,CO
00268581,N,Adjustable CompLife,009276    ,102  ,123,60,856,WA
00268582,N,Adjustable CompLife,099992    ,102  ,#VALUE!,85,856,CA
00268583,N,Level Term 20,035158    ,102  ,577,143,856,CA
00268584,N,Estate CompLife,099992    ,102  ,#VALUE!,84,856,NV
00268585,N,Adjustable CompLife,0C7896    ,102  ,42,9,856,CA
00268586,N,Adjustable CompLife,099992    ,102  ,#VALUE!,92,855,CA
00268587,N,Adjustable CompLife,048618    ,102  ,439,115,855,CA
00268588,N,Adjustable CompLife,048618    ,102  ,439,80,855,CA
00268589,N,Adjustable CompLife,001838    ,102  ,144,70,855,WA
00268590,N,Adjustable CompLife,099992    ,102  ,#VALUE!,23,805,NV
00268591,N,Level Term 10,021853    ,102  ,83,124,848,CA
00268592,N,Estate CompLife,062310    ,102  ,328,68,854,CA
00268593,N,90 Life,023704    ,102  ,87,68,854,NJ
00268594,N,Estate CompLife,099992    ,102  ,#VALUE!,124,854,CA
00268595,N,Level Term 10,064414    ,102  ,277,66,821,CA
00268596,N,Level Term 10,099992    ,102  ,#VALUE!,115,830,CA
00268597,N,Extended Term,099992    ,102  ,#VALUE!,71,827,CA
00268598,N,Adjustable CompLife,070242    ,102  ,246,53,838,NV
00268599,N,Estate CompLife,056997    ,102  ,370,121,853,CO
00268600,N,Estate CompLife,056997    ,102  ,370,121,853,CO
00268601,N,Estate CompLife,056997    ,102  ,370,121,853,CO
00268602,N,Estate CompLife,056997    ,102  ,370,121,853,CO
00268603,N,Level Term 10,069832    ,102  ,265,94,852,CA
00268604,N,Level Term 10,069832    ,102  ,265,91,852,CA
00268605,N,Level Term 10,076319    ,102  ,229,90,852,CA
00268606,N,Adjustable CompLife,076319    ,102  ,229,17,852,CA
00268607,N,Adjustable CompLife,024436    ,102  ,81,13,848,CA
00268608,N,Estate CompLife,033700    ,102  ,597,66,851,CA
00268609,N,Level Term 20,070242    ,102  ,262,140,851,NV
00268610,N,Adjustable CompLife,063835    ,102  ,315,59,851,CA
00268611,N,Adjustable CompLife,063835    ,102  ,315,57,851,CA
00268612,N,Adjustable CompLife,0B1749    ,102  ,79,68,851,CA
00268613,N,90 Life,070242    ,102  ,262,101,851,NV
00268614,N,Level Term 10,076319    ,102  ,229,81,851,CA
00268615,N,Estate CompLife,039334    ,102  ,397,33,851,CA
00268616,N,Estate CompLife,071581    ,102  ,256,69,850,CA
00268617,N,Level Term 10,071581    ,102  ,256,69,850,CA
00268618,N,Level Term 20,066455    ,102  ,291,158,850,CA
00268619,N,90 Life,099992    ,102  ,#VALUE!,103,850,IN
00268620,N,Level Term 10,076319    ,102  ,229,84,850,CA
00268621,N,Level Term 10,076319    ,102  ,229,63,850,CA
00268622,N,Adjustable CompLife,076319    ,102  ,229,52,850,CA
00268623,N,Term 10,090132    ,102  ,186,28,843,CA
00268624,N,Adjustable CompLife,090132    ,102  ,193,7,850,CA
00268625,N,90 Life,099992    ,102  ,#VALUE!,122,850,CA
00268626,N,Level Term 20,018970    ,102  ,53,98,805,CA
00268627,N,Adjustable CompLife,018970    ,102  ,98,64,850,CA
00268628,N,90 Life,018970    ,102  ,98,44,850,CA
00268629,N,Adjustable CompLife,018970    ,102  ,98,24,850,CA
00268630,N,10 Pay Life,018970    ,102  ,98,0,850,CA
00268631,N,Term 80,099992    ,102  ,#VALUE!,101,850,NV
00268632,N,Adjustable CompLife,078538    ,102  ,217,91,850,CA
00268633,N,Adjustable CompLife,099992    ,102  ,#VALUE!,88,850,CA
00268634,N,Level Term 10,065160    ,102  ,303,127,850,NV
00268635,N,Adjustable CompLife,068532    ,102  ,277,116,850,CA
00268636,N,Adjustable CompLife,009276    ,102  ,123,94,850,CA
00268637,N,Level Term 10,063835    ,102  ,308,81,843,CA
00268638,N,Level Term 20,099992    ,102  ,#VALUE!,146,849,CA
00268639,N,Estate CompLife,062310    ,102  ,328,68,849,CA
00268640,N,Term 80,099992    ,102  ,#VALUE!,67,849,WA
00268641,N,Adjustable CompLife,099992    ,102  ,#VALUE!,51,849,WA
00268642,N,Level Term 10,033700    ,102  ,597,105,849,CA
00268643,N,Term 80,063304    ,102  ,287,113,817,NV
00268644,N,Level Term 10,099992    ,102  ,#VALUE!,122,837,CA
00268645,N,90 Life,024118    ,102  ,86,77,848,CA
00268646,N,Level Term 20,099992    ,102  ,#VALUE!,162,848,NV
00268647,N,Adjustable CompLife,076319    ,102  ,229,96,848,CA
00268648,N,Level Term 20,069832    ,102  ,265,134,848,CA
00268649,N,Term 10,099992    ,102  ,#VALUE!,38,835,CA
00268650,N,Level Term 20,060493    ,102  ,340,156,848,CA
00268651,N,Level Term 10,072497    ,102  ,249,105,848,CA
00268652,N,Adjustable CompLife,060493    ,102  ,340,102,848,CA
00268653,N,Level Term 10,071581    ,102  ,233,120,825,CA
00268654,N,Adjustable CompLife,009276    ,102  ,123,88,847,CA
00268655,N,Adjustable CompLife,099992    ,102  ,#VALUE!,115,847,CA
00268656,N,Level Term 10,071581    ,102  ,244,120,835,CA
00268657,N,Adjustable CompLife,099992    ,102  ,#VALUE!,83,847,CA
00268658,N,Adjustable CompLife,039334    ,102  ,397,98,847,CA
00268659,N,Adjustable CompLife,0B1749    ,102  ,79,39,846,CA
00268660,N,Adjustable CompLife,024436    ,102  ,81,32,842,CA
00268661,N,Level Term 20,076319    ,102  ,229,128,846,HI
00268662,N,Adjustable CompLife,076319    ,102  ,229,12,846,HI
00268663,N,Adjustable CompLife,005431    ,102  ,91,24,803,CA
00268664,N,Level Term 20,070242    ,102  ,262,158,845,NV
00268665,N,Adjustable CompLife,0J4214    ,102  ,15,9,845,WA
00268666,N,Adjustable CompLife,0C4184    ,102  ,53,2,845,CA
00268667,N,Adjustable CompLife,071581    ,102  ,256,83,845,CA
00268668,N,Level Term 20,099992    ,102  ,#VALUE!,121,845,CA
00268669,N,Joint/Survivorship CompLife,033700    ,102  ,597,89,845,CA
00268670,N,Joint/Survivorship CompLife,033700    ,102  ,597,89,845,CA
00268671,N,Estate CompLife,078538    ,102  ,217,121,845,CA
00268672,N,Level Term 10,078538    ,102  ,217,121,845,CA
00268673,N,Level Term 10,076319    ,102  ,174,13,789,CA
00268674,N,Adjustable CompLife,070062    ,102  ,263,114,844,MA
00268675,N,Adjustable CompLife,099992    ,102  ,#VALUE!,96,844,CA
00268676,N,Adjustable CompLife,071581    ,102  ,256,50,844,CA
00268677,N,Adjustable CompLife,0B1568    ,102  ,80,59,844,CA
00268678,N,Adjustable CompLife,044732    ,102  ,369,55,844,CA
00268679,N,Estate CompLife,033700    ,102  ,597,124,844,CO
00268680,N,90 Life,099992    ,102  ,#VALUE!,91,844,CA
00268681,N,Adjustable CompLife,009276    ,102  ,116,72,836,CA
00268682,N,Adjustable CompLife,090132    ,102  ,193,58,843,NV
00268683,N,Adjustable CompLife,090132    ,102  ,193,31,843,NV
00268684,N,Estate CompLife,092633    ,102  ,182,70,842,CA
00268685,Y,10 Pay Life,009276    ,102  ,69,0,788,CA
00268686,N,Level Term 20,063216    ,102  ,320,117,842,OH
00268687,N,Level Term 20,065160    ,102  ,303,116,842,MN
00268688,N,Joint/Survivorship CompLife,0C2816    ,102  ,26,57,814,NV
00268689,N,Level Term 10,024436    ,102  ,85,122,842,CA
00268690,N,Adjustable CompLife,065160    ,102  ,303,121,841,NV
00268691,N,Adjustable CompLife,099992    ,102  ,#VALUE!,13,828,CA
00268692,N,Estate CompLife,047102    ,102  ,453,122,841,IL
00268693,N,90 Life,047102    ,102  ,453,115,841,IL
00268694,N,Adjustable CompLife,024436    ,102  ,85,65,841,CA
00268695,N,Adjustable CompLife,024436    ,102  ,85,4,841,CA
00268696,N,Estate CompLife,048618    ,102  ,439,75,841,CA
00268697,N,Estate CompLife,048618    ,102  ,439,43,840,CA
00268698,N,Level Term 10,070519    ,102  ,225,92,840,CA
00268699,N,90 Life,099992    ,102  ,#VALUE!,27,840,CA
00268700,N,Adjustable CompLife,099992    ,102  ,#VALUE!,48,840,NY
00268701,N,Level Term 20,099992    ,102  ,#VALUE!,164,840,NV
00268702,N,Level Term 10,076319    ,102  ,229,96,839,CA
00268703,N,Level Term 10,063216    ,102  ,283,81,802,CA
00268704,N,Term 80,099992    ,102  ,#VALUE!,84,839,NV
00268705,N,Adjustable CompLife,0C0272    ,102  ,62,38,839,CA
00268706,N,Adjustable CompLife,070519    ,102  ,225,41,839,CA
00268707,N,Adjustable CompLife,070242    ,102  ,262,115,838,NV
00268708,N,Adjustable CompLife,070242    ,102  ,262,29,838,AZ
00268709,N,Adjustable CompLife,070242    ,102  ,262,29,838,NV
00268710,N,90 Life,070242    ,102  ,262,121,838,NV
00268711,N,90 Life,048618    ,102  ,392,39,791,ID
00268712,N,90 Life,078538    ,102  ,217,96,838,CA
00268713,N,90 Life,078538    ,102  ,217,96,838,CA
00268714,N,Adjustable CompLife,078538    ,102  ,217,96,838,CA
00268715,N,90 Life,078538    ,102  ,213,93,835,CA
00268716,N,90 Life,078538    ,102  ,217,81,838,CA
00268717,N,Level Term 10,035158    ,102  ,577,112,838,CA
00268718,N,Adjustable CompLife,059898    ,102  ,345,72,838,CA
00268719,N,Level Term 20,070242    ,102  ,262,119,837,NV
00268720,N,Adjustable CompLife,070242    ,102  ,262,101,837,NV
00268721,N,Adjustable CompLife,048618    ,102  ,403,68,801,WA
00268722,N,Level Term 10,089781    ,102  ,186,64,828,CA
00268723,N,Term 80,011503    ,102  ,101,69,823,NV
00268724,N,Adjustable CompLife,011503    ,102  ,116,13,837,NV
00268725,N,Adjustable CompLife,076319    ,102  ,199,14,807,CA
00268726,N,Adjustable CompLife,0J4214    ,102  ,15,9,837,WA
00268727,N,Level Term 10,048618    ,102  ,412,118,810,TN
00268728,N,90 Life,048618    ,102  ,439,68,837,TN
00268729,N,Adjustable CompLife,099992    ,102  ,#VALUE!,47,806,CA
00268730,N,Term 80,009276    ,102  ,123,65,837,CA
00268731,N,Adjustable CompLife,009276    ,102  ,123,34,837,CA
00268732,N,Adjustable CompLife,0B1952    ,102  ,79,34,837,CA
00268733,N,Adjustable CompLife,048618    ,102  ,439,75,836,CA
00268734,N,Level Term 20,070242    ,102  ,262,149,836,NV
00268735,N,Adjustable CompLife,099992    ,102  ,#VALUE!,122,836,NV
00268736,N,Term 10,099992    ,102  ,#VALUE!,53,824,CA
00268737,N,Level Term 20,070242    ,102  ,262,127,836,NV
00268738,N,Adjustable CompLife,035158    ,102  ,577,11,836,CA
00268739,N,Adjustable CompLife,099992    ,102  ,#VALUE!,84,836,CA
00268740,N,Adjustable CompLife,009276    ,102  ,123,29,836,CA
00268741,N,Level Term 20,099992    ,102  ,#VALUE!,93,792,CA
00268742,N,90 Life,099992    ,102  ,#VALUE!,79,815,CA
00268743,N,Extended Term,099992    ,102  ,#VALUE!,36,829,CA
00268744,N,90 Life,048618    ,102  ,439,90,835,CA
00268745,N,Estate CompLife,048618    ,102  ,439,91,835,CA
00268746,N,Adjustable CompLife,099992    ,102  ,#VALUE!,18,795,NV
00268747,N,Adjustable CompLife,0B9765    ,102  ,63,55,835,CA
00268748,N,Level Term 20,099992    ,102  ,#VALUE!,142,835,CA
00268749,N,Estate CompLife,070242    ,102  ,262,93,835,NV
00268750,N,Level Term 10,099992    ,102  ,#VALUE!,63,816,CA
00268751,N,Adjustable CompLife,044732    ,102  ,369,55,835,CA
00268752,N,Extended Term,090132    ,102  ,158,63,799,NV
00268753,N,90 Life,099992    ,102  ,#VALUE!,116,834,CA
00268754,N,Adjustable CompLife,0B4842    ,102  ,74,35,834,CA
00268755,N,Adjustable CompLife,0E6678    ,102  ,25,20,834,NV
00268756,N,Level Term 20,056997    ,102  ,315,91,780,NC
00268757,N,Adjustable CompLife,099992    ,102  ,#VALUE!,79,834,CA
00268758,N,Adjustable CompLife,009276    ,102  ,123,95,834,CA
00268759,N,90 Life,044732    ,102  ,369,119,834,CA
00268760,N,Single Premium Life,0B6391    ,102  ,69,64,834,OH
00268761,N,Level Term 20,067844    ,102  ,141,27,696,CA
00268762,N,Level Term 10,000018    ,102  ,#VALUE!,49,785,CA
00268763,N,Adjustable CompLife,009276    ,102  ,123,80,834,CA
00268764,N,Term 80,062310    ,102  ,311,129,817,CA
00268765,N,Level Term 20,072656    ,102  ,248,114,833,NV
00268766,N,Level Term 20,035158    ,102  ,535,123,792,CA
00268767,N,Level Term 20,099992    ,102  ,#VALUE!,156,833,CA
00268768,N,Term 10,099992    ,102  ,#VALUE!,99,833,CA
